pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,discoverymethod,disc_year,pl_orbper,pl_orbeccen,st_rad,st_logg,pl_insol,stellar_luminosity,hz_inner,hz_outer,hz_center,hz_width,hz_position,in_habitable_zone,hz_distance_factor,esi_radius,esi_mass,esi_temperature,esi_composite,esi_surface,escape_velocity_ratio,atmospheric_retention,stellar_flux,stellar_class,stellar_temp_habitability,stellar_mass_habitability,stellar_lifetime_gyr,hz_score,esi_score,atm_score,stellar_score,habitability_score
Kepler-137 c,Kepler-137,2.259,,0.13086,5237.0,0.85,,Transit,2014,18.73575579,,0.851,,28.5,0.5661952739834993,0.7148365091194686,1.0308694920986021,0.8728530006090354,0.3160329829791335,0.149922151735392,False,-0.8241341932645868,0.613685179502915,,,,,,,28.5,G,1.0,0.925,15.012488430356829,0.0,0.0,0.5,1.0,0.2
Kepler-1345 b,Kepler-1345,2.691,,0.26412,6333.0,1.234,,Transit,2016,44.6169557,,1.764,,64.4,2.0873874063099502,1.3725403943763292,1.9793477266269173,1.6759440605016231,0.606807332250588,0.15759475881369622,False,-0.8024582300960856,0.541858574911948,,,,,,,64.4,F,0.7,0.3,5.9116961052354196,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1344 b,Kepler-1344,1.814,,0.05501,5815.0,0.976,,Transit,2016,4.7683049,,1.133,,435.0,0.9184898509390456,0.9104598236454416,1.3129789035729003,1.111719363609171,0.4025190799274586,0.04948191225293704,False,-1.3055535251938633,0.7107320540156361,,,,,,,435.0,G,1.0,0.988,10.626138100515288,0.0,0.0,0.5,1.0,0.2
Kepler-244 d,Kepler-244,2.962,,0.14122,5498.0,0.933,,Transit,2014,20.05040157,,0.857,,30.2,0.7844870035607453,0.841427073912869,1.2134264118532954,1.0274267428830821,0.3719993379404264,0.13745018900687736,False,-0.8618546586245328,0.5047955577990914,,,,,,,30.2,G,1.0,0.9665,11.893122457926799,0.0,0.0,0.5,1.0,0.2
Kepler-244 c,Kepler-244,2.135,,0.08741,5498.0,0.933,,Transit,2014,9.76734365,,0.857,,78.8,0.7844870035607453,0.841427073912869,1.2134264118532954,1.0274267428830821,0.3719993379404264,0.0850766252732697,False,-1.0701897455472227,0.6379585326953748,,,,,,,78.8,G,1.0,0.9665,11.893122457926799,0.0,0.0,0.5,1.0,0.2
Kepler-244 b,Kepler-244,3.063,,0.05068,5498.0,0.933,,Transit,2014,4.311779906,,0.857,,234.3,0.7844870035607453,0.841427073912869,1.2134264118532954,1.0274267428830821,0.3719993379404264,0.049327117822323636,False,-1.3069142595718897,0.49224710804824023,,,,,,,234.3,G,1.0,0.9665,11.893122457926799,0.0,0.0,0.5,1.0,0.2
Kepler-243 c,Kepler-243,1.741,,0.13958,5149.0,0.904,,Transit,2014,20.026231,,0.815,,21.5,0.7024080928159101,0.7961930066047797,1.1481941253142613,0.9721935659595204,0.3520011187094817,0.14357223179340783,False,-0.8429295485689106,0.7296607077708865,,,,,,,21.5,K,0.9,0.952,12.87001116937478,0.0,0.0,0.5,0.9,0.19
Kepler-243 b,Kepler-243,2.493,,0.06051,5149.0,0.904,,Transit,2014,5.71542485,,0.815,,114.2,0.7024080928159101,0.7961930066047797,1.1481941253142613,0.9721935659595204,0.3520011187094817,0.062240691688057806,False,-1.2059255896263763,0.572573718866304,,,,,,,114.2,K,0.9,0.952,12.87001116937478,0.0,0.0,0.5,0.9,0.19
Kepler-242 c,Kepler-242,2.298,,0.10565,4876.0,0.748,,Transit,2014,14.49643531,,0.673,,20.6,0.3619558436271921,0.5715462788554754,0.8242298968757908,0.6978880878656331,0.25268361802031547,0.15138530351350712,False,-0.8199162841013937,0.6064281382656156,,,,,,,20.6,K,0.9,0.874,20.66550418151078,0.0,0.0,0.5,0.9,0.19
Kepler-242 b,Kepler-242,2.478,,0.07228,4876.0,0.748,,Transit,2014,8.2039687,,0.673,,44.0,0.3619558436271921,0.5715462788554754,0.8242298968757908,0.6978880878656331,0.25268361802031547,0.1035696141784789,False,-0.9847676416008315,0.5750431282346176,,,,,,,44.0,K,0.9,0.874,20.66550418151078,0.0,0.0,0.5,0.9,0.19
Kepler-240 c,Kepler-240,2.247,,0.07443,4918.0,0.868,,Transit,2014,7.95355717,,0.748,,53.0,0.6092829682323029,0.7415375100624737,1.0693751460900938,0.9054563280762837,0.32783763602762006,0.08220164539369076,False,-1.0851194892939078,0.6159531875577456,,,,,,,53.0,K,0.9,0.9339999999999999,14.246254125867104,0.0,0.0,0.5,0.9,0.19
Kepler-240 b,Kepler-240,1.502,,0.04819,4918.0,0.868,,Transit,2014,4.14451776,,0.748,,126.5,0.6092829682323029,0.7415375100624737,1.0693751460900938,0.9054563280762837,0.32783763602762006,0.05322178276933975,False,-1.2739105819845709,0.7993605115907274,,,,,,,126.5,K,0.9,0.9339999999999999,14.246254125867104,0.0,0.0,0.5,0.9,0.19
Kepler-134 b,Kepler-134,1.634,,0.05874,5918.0,0.956,,Transit,2014,5.317435416,,0.969,,299.5,0.8542846894298264,0.8780614626610247,1.2662570566795832,1.072159259670304,0.3881955940185585,0.05478663684540946,False,-1.2613253585233122,0.7593014426727411,,,,,,,299.5,G,1.0,0.978,11.190648876524536,0.0,0.0,0.5,1.0,0.2
Kepler-134 c,Kepler-134,1.031,,0.09014,5918.0,0.956,,Transit,2014,10.10575303,,0.969,,127.2,0.8542846894298264,0.8780614626610247,1.2662570566795832,1.072159259670304,0.3881955940185585,0.08407333069876077,False,-1.075341746975135,0.9847365829640572,,,,,,,127.2,G,1.0,0.978,11.190648876524536,0.0,0.0,0.5,1.0,0.2
Kepler-1340 b,Kepler-1340,1.038,,0.01523,5909.0,1.064,,Transit,2016,0.665026916,,0.988,,4606.7,1.2424979986191882,1.058940245601147,1.527103301551128,1.2930217735761373,0.468163055949981,0.01177861062453579,False,-1.9289059348191773,0.9813542688910697,,,,,,,4606.7,G,1.0,0.968,8.563394075342122,0.0,0.0,0.5,1.0,0.2
Kepler-1341 b,Kepler-1341,2.968,,0.47267,4683.0,0.795,,Transit,2016,132.9968322,,0.724,,1.0,0.44800715525322526,0.6358666979926184,0.9169867118419867,0.7764267049173026,0.28112001384936824,0.6087760724952708,False,-0.21554242553361333,0.5040322580645161,,,,,,,1.0,K,0.9,0.8975,17.74525229514795,0.28398356097972266,0.0,0.5,0.9,0.3035934243918891
Kepler-251 d,Kepler-251,3.199,,0.18245,5492.0,0.891,,Transit,2014,30.1329303,,0.809,,16.1,0.6676855296480034,0.7762642530139611,1.119454764872765,0.947859508943363,0.343190511858804,0.19248633186513914,False,-0.7156001035907823,0.4763038818766373,,,,,,,16.1,G,1.0,0.9455,13.344605513163144,0.0,0.0,0.5,1.0,0.2
Kepler-253 b,Kepler-253,1.71,,0.04521,5081.0,0.86,,Transit,2014,3.78403393,,0.799,,186.4,0.5898540685771015,0.7296185968647141,1.0521868186364824,0.8909027077505982,0.32256822177176836,0.05074628195277212,False,-1.2945957718688677,0.7380073800738007,,,,,,,186.4,K,0.9,0.9299999999999999,14.57987739365041,0.0,0.0,0.5,0.9,0.19
Kepler-1370 b,Kepler-1370,2.035,,0.15763,6190.0,1.271,,Transit,2016,20.2641684,,1.466,,114.0,2.3147784308127544,1.4453676119965158,2.0843722404581335,1.7648699262273246,0.6390046284616178,0.08931536407159357,False,-1.0490738271408633,0.6589785831960461,,,,,,,114.0,F,0.7,0.3,5.490806303883402,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-271 d,Kepler-271,0.67,,0.05554,5470.0,0.829,,Transit,2016,5.24972541,,0.849,,187.6,0.5187293925329689,0.6842172730653651,0.9867133306311056,0.8354653018482353,0.3024960575657405,0.06647792538736576,False,-1.1773225422756584,0.8023952095808383,,,,,,,187.6,G,1.0,0.9145,15.98135775480105,0.0,0.0,0.5,1.0,0.2
Kepler-1285 b,Kepler-1285,1.192,,0.12758,6213.0,1.263,,Transit,2016,14.7967458,,1.463,,175.7,2.2641840513197544,1.4294845596634047,2.061467207093542,1.7454758833784734,0.6319826474301371,0.07309181479669673,False,-1.1361312548843057,0.9124087591240876,,,,,,,175.7,F,0.7,0.3,5.578168432304867,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1288 b,Kepler-1288,1.032,,0.04135,6431.0,1.236,,Transit,2016,2.76122421,,1.223,,1342.5,2.0992523481020995,1.3764357028797765,1.984965171521362,1.6807004372005694,0.6085294686415856,0.024602837653135815,False,-1.609014799155748,0.984251968503937,,,,,,,1342.5,F,0.7,0.3,5.887810491756495,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-271 b,Kepler-271,1.247,,0.08784,5470.0,0.829,,Transit,2014,10.43547805,,0.849,,74.9,0.5187293925329689,0.6842172730653651,0.9867133306311056,0.8354653018482353,0.3024960575657405,0.1051390163130394,False,-0.9782360905838805,0.8900756564307966,,,,,,,74.9,G,1.0,0.9145,15.98135775480105,0.0,0.0,0.5,1.0,0.2
Kepler-270 c,Kepler-270,1.412,,0.17759,6099.0,1.17,,Transit,2014,25.2630268,,1.226,,59.1,1.7324093384849115,1.250399707286687,1.8032079989292227,1.5268038531079549,0.5528082916425356,0.11631487544290553,False,-0.9343647400467138,0.8291873963515755,,,,,,,59.1,F,0.7,0.915,6.7536001683252875,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-270 b,Kepler-270,1.728,,0.10498,6099.0,1.17,,Transit,2014,11.4761013,,1.226,,169.1,1.7324093384849115,1.250399707286687,1.8032079989292227,1.5268038531079549,0.5528082916425356,0.06875801353677698,False,-1.1626766788505796,0.7331378299120235,,,,,,,169.1,F,0.7,0.915,6.7536001683252875,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-27 d,Kepler-27,2.438,,0.06578,5264.0,0.885,,Transit,2021,6.54626058,,0.744,,88.2,0.6520808518036674,0.7671394715127163,1.1062958694446543,0.9367176704786853,0.33915639793193797,0.07022393414056644,False,-1.153514843801477,0.5817335660267597,,,,,,,88.2,G,1.0,0.9425,13.571936632582817,0.0,0.0,0.5,1.0,0.2
Kepler-27 c,Kepler-27,6.246,,0.1868,5264.0,0.885,,Transit,2011,31.33050622,,0.744,,10.9,0.6520808518036674,0.7671394715127163,1.1062958694446543,0.9367176704786853,0.33915639793193797,0.1994197460847949,False,-0.7002318410540385,0.2760143527463428,,,,,,,10.9,G,1.0,0.9425,13.571936632582817,0.0,0.0,0.5,1.0,0.2
Kepler-27 b,Kepler-27,4.27,,0.11604,5264.0,0.885,,Transit,2011,15.33525912,,0.744,,28.3,0.6520808518036674,0.7671394715127163,1.1062958694446543,0.9367176704786853,0.33915639793193797,0.12387937545867024,False,-0.9070009928174865,0.3795066413662239,,,,,,,28.3,G,1.0,0.9425,13.571936632582817,0.0,0.0,0.5,1.0,0.2
Kepler-269 c,Kepler-269,2.864,,0.08345,5619.0,1.171,,Transit,2014,8.12810877,,1.633,,342.6,1.7375972987240171,1.2522705626574575,1.805905969306018,1.5290882659817377,0.5536354066485605,0.05457500515604418,False,-1.2630062145882885,0.5175983436853002,,,,,,,342.6,G,1.0,0.9145,6.739190955579347,0.0,0.0,0.5,1.0,0.2
Kepler-269 b,Kepler-269,4.345,,0.06295,5619.0,1.171,,Transit,2014,5.32670215,,1.633,,604.9,1.7375972987240171,1.2522705626574575,1.805905969306018,1.5290882659817377,0.5536354066485605,0.04116832324233651,False,-1.3854368211596726,0.3741814780168382,,,,,,,604.9,G,1.0,0.9145,6.739190955579347,0.0,0.0,0.5,1.0,0.2
Kepler-268 c,Kepler-268,2.773,,0.3871,6097.0,1.109,,Transit,2014,83.4463335,,1.242,,12.8,1.436350439193102,1.1385544657027937,1.6419153873819239,1.3902349265423588,0.5033609216791302,0.278442148596247,False,-0.5552650236689934,0.5300821627352239,,,,,,,12.8,F,0.7,0.9455,7.720957015357635,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-268 b,Kepler-268,2.581,,0.1776,6097.0,1.109,,Transit,2014,25.9340674,,1.242,,60.6,1.436350439193102,1.1385544657027937,1.6419153873819239,1.3902349265423588,0.5033609216791302,0.1277481932076814,False,-0.8936452335453663,0.5585032113934656,,,,,,,60.6,F,0.7,0.9455,7.720957015357635,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-129 b,Kepler-129,2.291,,0.13223,5808.0,1.235,,Transit,2014,15.79193725,,1.636,,156.1,2.0933138726830416,1.3744874572350396,1.9821555962231625,1.6783215267291012,0.6076681389881229,0.07878704878302101,False,-1.103545167083276,0.6077180188392586,,,,,,,156.1,G,1.0,0.3,5.899736375496697,0.0,0.0,0.5,1.0,0.2
Kepler-129 c,Kepler-129,2.396,,0.39721,5808.0,1.235,,Transit,2014,82.2000105,,1.636,,17.4,2.0933138726830416,1.3744874572350396,1.9821555962231625,1.6783215267291012,0.6076681389881229,0.23667097971038173,False,-0.6258549914343149,0.5889281507656066,,,,,,,17.4,G,1.0,0.3,5.899736375496697,0.0,0.0,0.5,1.0,0.2
Kepler-1293 b,Kepler-1293,1.314,,0.06763,6219.0,1.325,,Transit,2016,5.57654784,,1.692,,839.5,2.6776608816010827,1.5545381776093428,2.241807687710316,1.8981729326598293,0.6872695101009731,0.0356289981994596,False,-1.4481963887790223,0.8643042350907519,,,,,,,839.5,F,0.7,0.3,4.948348796161702,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-271 c,Kepler-271,0.971,,0.06993,5470.0,0.829,,Transit,2014,7.41086267,,0.849,,118.4,0.5187293925329689,0.6842172730653651,0.9867133306311056,0.8354653018482353,0.3024960575657405,0.08370186032298323,False,-1.077264889449658,0.9852866565195332,,,,,,,118.4,G,1.0,0.9145,15.98135775480105,0.0,0.0,0.5,1.0,0.2
Kepler-272 b,Kepler-272,1.895,,0.03921,5439.0,0.91,,Transit,2014,2.9713641,,1.209,,746.2,0.7188609179509692,0.8054638281454666,1.1615636258518836,0.9835137269986751,0.356099797706417,0.0398672625746207,False,-1.3993835834886257,0.690846286701209,,,,,,,746.2,G,1.0,0.9550000000000001,12.658916033352472,0.0,0.0,0.5,1.0,0.2
Kepler-265 e,Kepler-265,2.26,,0.32237,5871.0,0.97,,Transit,2014,67.8318309,,0.945,,9.2,0.8988786596538656,0.9006875098154818,1.2988861983654845,1.0997868540904832,0.3981986885500026,0.29312043401955185,False,-0.5329539049576693,0.6134969325153374,,,,,,,9.2,G,1.0,0.985,10.791222926279298,0.0,0.0,0.5,1.0,0.2
Kepler-272 c,Kepler-272,2.379,,0.06305,5439.0,0.91,,Transit,2014,6.05730524,,1.209,,288.5,0.7188609179509692,0.8054638281454666,1.1615636258518836,0.9835137269986751,0.356099797706417,0.06410688358403048,False,-1.193095334879732,0.5918910920390648,,,,,,,288.5,G,1.0,0.9550000000000001,12.658916033352472,0.0,0.0,0.5,1.0,0.2
Kepler-1277 b,Kepler-1277,1.482,,0.21857,5478.0,0.834,,Transit,2016,40.8365012,,0.855,,12.4,0.5297624565035225,0.6914554338454714,0.9971515203876798,0.8443034771165756,0.3056960865422085,0.2588761102186262,False,-0.586908025574921,0.8058017727639001,,,,,,,12.4,G,1.0,0.917,15.742904952239751,0.0,0.0,0.5,1.0,0.2
Kepler-275 d,Kepler-275,3.363,,0.22482,6179.0,1.189,,Transit,2014,35.6756963,,1.4,,50.7,1.832890377272018,1.2861506775988558,1.8547646613794029,1.5704576694891292,0.5686139837805471,0.14315572101547575,False,-0.8441912913321872,0.45840018336007327,,,,,,,50.7,F,0.7,0.9055,6.487021890363394,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-172 b,Kepler-172,2.292,,0.04124,5613.0,1.081,,Transit,2014,2.940304111,,1.044,,570.4,1.313378579310234,1.088725937886797,1.5700574051630654,1.3293916715249312,0.4813314672762683,0.03102170781068158,False,-1.5083342970337326,0.6075334143377886,,,,,,,570.4,G,1.0,0.9595,8.230680909747473,0.0,0.0,0.5,1.0,0.2
Kepler-275 c,Kepler-275,3.618,,0.13221,6179.0,1.189,,Transit,2014,16.08831829,,1.4,,146.5,1.832890377272018,1.2861506775988558,1.8547646613794029,1.5704576694891292,0.5686139837805471,0.08418565018884462,False,-1.0747619295800475,0.43308791684712,,,,,,,146.5,F,0.7,0.9055,6.487021890363394,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-1279 b,Kepler-1279,2.454,,0.1785,6174.0,1.375,,Transit,2016,23.4774101,,1.907,,148.7,3.048312195471184,1.6586445539695185,2.3919400409876217,2.02529229747857,0.7332954870181032,0.08813542628993716,False,-1.054849490569699,0.579038795599305,,,,,,,148.7,F,0.7,0.3,4.510692841903824,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-275 b,Kepler-275,2.459,,0.09819,6179.0,1.189,,Transit,2014,10.30065512,,1.4,,266.3,1.832890377272018,1.2861506775988558,1.8547646613794029,1.5704576694891292,0.5686139837805471,0.06252317519130667,False,-1.203958974781962,0.5782017924255565,,,,,,,266.3,F,0.7,0.9055,6.487021890363394,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-274 c,Kepler-274,2.387,,0.19398,5684.0,0.883,,Transit,2014,33.1981054,,1.232,,37.8,0.6469377034712878,0.7641081581705806,1.1019243965196797,0.9330162773451302,0.337816238349099,0.20790634066102714,False,-0.6821322654924638,0.5904930617065249,,,,,,,37.8,G,1.0,0.9415,13.648918516606276,0.0,0.0,0.5,1.0,0.2
Kepler-274 b,Kepler-274,2.203,,0.09642,5684.0,0.883,,Transit,2014,11.634864,,1.232,,153.0,0.6469377034712878,0.7641081581705806,1.1019243965196797,0.9330162773451302,0.337816238349099,0.10334224851292008,False,-0.9857220933406753,0.6244146113019045,,,,,,,153.0,G,1.0,0.9415,13.648918516606276,0.0,0.0,0.5,1.0,0.2
Kepler-273 c,Kepler-273,1.579,,0.07143,5217.0,0.756,,Transit,2014,8.01494715,,0.78,,79.4,0.3756871011604594,0.5822865349613664,0.83971847673376,0.7110025058475632,0.2574319417723936,0.1004637809466657,False,-0.9979904812294876,0.7754943776657619,,,,,,,79.4,G,1.0,0.878,20.123128999233476,0.0,0.0,0.5,1.0,0.2
Kepler-1280 b,Kepler-1280,2.836,,0.33982,6137.0,1.18,,Transit,2016,66.5579057,,1.943,,41.5,1.784789595601767,1.2691621685311119,1.8302654430396037,1.5497138057853577,0.5611032745084918,0.21927919770178947,False,-0.6590025664612755,0.5213764337851929,,,,,,,41.5,F,0.7,0.91,6.61142357008276,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-273 b,Kepler-273,1.481,,0.03657,5217.0,0.756,,Transit,2014,2.936526966,,0.78,,302.5,0.3756871011604594,0.5822865349613664,0.83971847673376,0.7110025058475632,0.2574319417723936,0.051434417880716295,False,-1.2887461710159855,0.8061265618702136,,,,,,,302.5,G,1.0,0.878,20.123128999233476,0.0,0.0,0.5,1.0,0.2
Kepler-272 d,Kepler-272,2.504,,0.09348,5439.0,0.91,,Transit,2014,10.93730071,,1.209,,131.5,0.7188609179509692,0.8054638281454666,1.1615636258518836,0.9835137269986751,0.356099797706417,0.09504697030031989,False,-1.022061722068643,0.5707762557077626,,,,,,,131.5,G,1.0,0.9550000000000001,12.658916033352472,0.0,0.0,0.5,1.0,0.2
Kepler-1298 b,Kepler-1298,1.494,,0.0814,6238.0,1.414,,Transit,2016,7.12811928,,2.201,,992.0,3.3618082073175093,1.7418472685927582,2.51192711365482,2.1268871911237888,0.7700798450620616,0.03827189346934309,False,-1.417120050894258,0.8019246190858059,,,,,,,992.0,F,0.7,0.3,4.206069807677322,0.0,0.0,0.5,0.7,0.16999999999999998
Kepler-130 b,Kepler-130,1.04,,0.07925,5887.0,0.927,,Transit,2014,8.45746707,,1.138,,222.1,0.7669712232044515,0.8319804859141935,1.1998034375815212,1.0158919617478572,0.3678229516673277,0.07801026387062773,False,-1.1078482530899993,0.9803921568627451,,,,,,,222.1,G,1.0,0.9635,12.086503012811075,0.0,0.0,0.5,1.0,0.2
Kepler-253 c,Kepler-253,2.734,,0.08805,5081.0,0.86,,Transit,2014,10.28192877,,0.799,,49.2,0.5898540685771015,0.7296185968647141,1.0521868186364824,0.8909027077505982,0.32256822177176836,0.09883234076402535,False,-1.0051009185998663,0.5356186395286556,,,,,,,49.2,K,0.9,0.9299999999999999,14.57987739365041,0.0,0.0,0.5,0.9,0.19
Kepler-260 c,Kepler-260,1.779,,0.35304,5541.0,1.013,,Transit,2014,76.0510651,,0.917,,5.7,1.0462441887370284,0.9717177472574885,1.4013192776239571,1.1865185124407227,0.42960153036646864,0.2975427659141876,False,-0.5264506041682729,0.7196833393306945,,,,,,,5.7,G,1.0,0.9935,9.682252106201334,0.0,0.0,0.5,1.0,0.2
Kepler-259 c,Kepler-259,2.741,,0.20699,5511.0,0.867,,Transit,2014,36.9249531,,0.897,,15.5,0.6068297180308573,0.7400431207185488,1.0672200793520126,0.9036316000352806,0.32717695863346374,0.22906458781644917,False,-0.6400420452699119,0.5346164127238706,,,,,,,15.5,G,1.0,0.9335,14.287368832452483,0.0,0.0,0.5,1.0,0.2
Kepler-259 b,Kepler-259,2.704,,0.07541,5511.0,0.867,,Transit,2014,8.11529219,,0.897,,117.1,0.6068297180308573,0.7400431207185488,1.0672200793520126,0.9036316000352806,0.32717695863346374,0.08345215018715123,False,-1.0785624690220665,0.5399568034557235,,,,,,,117.1,G,1.0,0.9335,14.287368832452483,0.0,0.0,0.5,1.0,0.2
Kepler-257 d,Kepler-257,4.664,,0.16109,5118.0,0.916,,Transit,2014,24.66459711,,0.801,,15.2,0.7355871905010872,0.8147806081561043,1.1749994033409086,0.9948900057485064,0.36021879518480426,0.16191739696772187,False,-0.7907064866315594,0.3531073446327684,,,,,,,15.2,K,0.9,0.958,12.452636639526231,0.0,0.0,0.5,0.9,0.19
Kepler-257 c,Kepler-257,3.932,,0.06677,5118.0,0.916,,Transit,2014,6.581478842,,0.801,,88.6,0.7355871905010872,0.8147806081561043,1.1749994033409086,0.9948900057485064,0.36021879518480426,0.06711294677220676,False,-1.1731936919121742,0.40551500405515006,,,,,,,88.6,K,0.9,0.958,12.452636639526231,0.0,0.0,0.5,0.9,0.19
Kepler-257 b,Kepler-257,2.201,,0.03391,5118.0,0.916,,Transit,2014,2.382652169,,0.801,,343.6,0.7355871905010872,0.8147806081561043,1.1749994033409086,0.9948900057485064,0.36021879518480426,0.034084169912318885,False,-1.4674472783675703,0.6248047485160887,,,,,,,343.6,K,0.9,0.958,12.452636639526231,0.0,0.0,0.5,0.9,0.19
Kepler-1311 c,Kepler-1311,1.434,,0.03753,5754.0,1.094,,Transit,2016,2.53573424,,1.687,,1986.4,1.369495554991301,1.1117417588539387,1.60324864171568,1.3574952002848093,0.49150688286174127,0.02764650658958206,False,-1.558359738309307,0.8216926869350863,,,,,,,1986.4,G,1.0,0.953,7.988342831875413,0.0,0.0,0.5,1.0,0.2
Kepler-256 e,Kepler-256,1.799,,0.09614,5608.0,1.037,,Transit,2014,10.68167916,,0.963,,89.0,1.1356006890245853,1.012363384286832,1.459934564708379,1.2361489744976055,0.447571180421547,0.07777379748187158,False,-1.109166695115112,0.7145409074669524,,,,,,,89.0,G,1.0,0.9815,9.131730986274079,0.0,0.0,0.5,1.0,0.2
Kepler-256 d,Kepler-256,1.645,,0.06427,5608.0,1.037,,Transit,2014,5.83908991,,0.963,,199.0,1.1356006890245853,1.012363384286832,1.459934564708379,1.2361489744976055,0.447571180421547,0.051992115291864836,False,-1.2840625129973402,0.7561436672967864,,,,,,,199.0,G,1.0,0.9815,9.131730986274079,0.0,0.0,0.5,1.0,0.2
Kepler-256 c,Kepler-256,1.783,,0.0447,5608.0,1.037,,Transit,2014,3.388011854,,0.963,,411.3,1.1356006890245853,1.012363384286832,1.459934564708379,1.2361489744976055,0.447571180421547,0.03616069011274869,False,-1.4417632897758037,0.7186489399928135,,,,,,,411.3,G,1.0,0.9815,9.131730986274079,0.0,0.0,0.5,1.0,0.2
Kepler-256 b,Kepler-256,1.363,,0.02735,5608.0,1.037,,Transit,2014,1.620467836,,0.963,,1098.8,1.1356006890245853,1.012363384286832,1.459934564708379,1.2361489744976055,0.447571180421547,0.022125164979500598,False,-1.6551134822382905,0.8463817181548878,,,,,,,1098.8,G,1.0,0.9815,9.131730986274079,0.0,0.0,0.5,1.0,0.2
Kepler-1311 d,Kepler-1311,9.849,,0.68434,5754.0,1.094,,Transit,2021,197.5107678,,1.687,,6.0,1.369495554991301,1.1117417588539387,1.60324864171568,1.3574952002848093,0.49150688286174127,0.5041196461368128,False,-0.2974663772641878,0.1843487879067195,,,,,,,6.0,G,1.0,0.953,7.988342831875413,0.01183808408173126,0.0,0.5,1.0,0.20473523363269253
Kepler-254 d,Kepler-254,2.653,,0.13084,5503.0,0.849,,Transit,2014,18.74653971,,0.902,,39.1,0.5638673081804778,0.7133654362477069,1.0287480501677457,0.8710567432077263,0.31538261392003886,0.15020835441577862,False,-0.8233059117008915,0.5474952094169176,,,,,,,39.1,G,1.0,0.9245,15.056733874847367,0.0,0.0,0.5,1.0,0.2
Kepler-254 c,Kepler-254,2.32,,0.09938,5503.0,0.849,,Transit,2014,12.41217869,,0.902,,67.7,0.5638673081804778,0.7133654362477069,1.0287480501677457,0.8710567432077263,0.31538261392003886,0.11409130435524363,False,-0.9427474547443216,0.6024096385542169,,,,,,,67.7,G,1.0,0.9245,15.056733874847367,0.0,0.0,0.5,1.0,0.2
Kepler-254 b,Kepler-254,3.745,,0.06004,5503.0,0.849,,Transit,2014,5.826659194,,0.902,,185.1,0.5638673081804778,0.7133654362477069,1.0287480501677457,0.8710567432077263,0.31538261392003886,0.06892777131705402,False,-1.1616057635826027,0.42149631190727077,,,,,,,185.1,G,1.0,0.9245,15.056733874847367,0.0,0.0,0.5,1.0,0.2
Kepler-253 d,Kepler-253,3.199,,0.12844,5081.0,0.86,,Transit,2014,18.11989364,,0.799,,23.1,0.5898540685771015,0.7296185968647141,1.0521868186364824,0.8909027077505982,0.32256822177176836,0.1441683798720206,False,-0.841129982008697,0.4763038818766373,,,,,,,23.1,K,0.9,0.9299999999999999,14.57987739365041,0.0,0.0,0.5,0.9,0.19
Kepler-260 b,Kepler-260,2.303,,0.07988,5541.0,1.013,,Transit,2014,8.1874109,,0.917,,111.4,1.0462441887370284,0.9717177472574885,1.4013192776239571,1.1865185124407227,0.42960153036646864,0.06732301195679047,False,-1.171836462408744,0.6055101422948834,,,,,,,111.4,G,1.0,0.9935,9.682252106201334,0.0,0.0,0.5,1.0,0.2
Kepler-261 b,Kepler-261,2.161,,0.08772,5121.0,0.834,,Transit,2014,10.38123451,,0.749,,45.1,0.5297624565035225,0.6914554338454714,0.9971515203876798,0.8443034771165756,0.3056960865422085,0.10389629129513608,False,-0.9833999548374759,0.6327111673521038,,,,,,,45.1,K,0.9,0.917,15.742904952239751,0.0,0.0,0.5,0.9,0.19
Kepler-1311 b,Kepler-1311,1.448,,0.10082,5754.0,1.094,,Transit,2016,11.1726994,,1.687,,275.6,1.369495554991301,1.1117417588539387,1.60324864171568,1.3574952002848093,0.49150688286174127,0.07426913920494707,False,-1.1291916096202577,0.8169934640522876,,,,,,,275.6,G,1.0,0.953,7.988342831875413,0.0,0.0,0.5,1.0,0.2
Kepler-265 d,Kepler-265,2.111,,0.23839,5871.0,0.97,,Transit,2014,43.1308082,,0.945,,16.8,0.8988786596538656,0.9006875098154818,1.2988861983654845,1.0997868540904832,0.3981986885500026,0.21676018322400029,False,-0.6640204905571433,0.6428801028608164,,,,,,,16.8,G,1.0,0.985,10.791222926279298,0.0,0.0,0.5,1.0,0.2
