pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,st_teff,st_mass,pl_eqt,discoverymethod,disc_year,pl_orbper,pl_orbeccen,st_rad,st_logg,pl_insol
Kepler-341 e,Kepler-341,2.867,,0.23647,5722.0,0.976,,Transit,2014,42.4730575,,1.185,,24.2
Kepler-341 d,Kepler-341,2.306,,0.17768,5722.0,0.976,,Transit,2014,27.6665971,,1.185,,42.7
Kepler-341 c,Kepler-341,2.04,,0.07775,5722.0,0.976,,Transit,2014,8.01041305,,1.185,,223.3
Kepler-341 b,Kepler-341,1.35,,0.05827,5722.0,0.976,,Transit,2014,5.19556758,,1.185,,397.2
Kepler-339 c,Kepler-339,1.117,,0.06831,5446.0,0.87,,Transit,2014,6.98803345,,0.766,,99.1
Kepler-337 b,Kepler-337,1.644,,0.04447,5634.0,1.081,,Transit,2014,3.29276965,,1.796,,1475.4
Kepler-339 b,Kepler-339,1.381,,0.05449,5446.0,0.87,,Transit,2014,4.97761996,,0.766,,156.1
Kepler-338 e,Kepler-338,1.767,,0.08979,5898.0,1.105,,Transit Timing Variations,2014,9.34144548,,1.752,,412.5
Kepler-338 d,Kepler-338,2.829,,0.25394,5898.0,1.105,,Transit,2014,44.4301361,,1.752,,51.6
Kepler-338 c,Kepler-338,2.394,,0.16983,5898.0,1.105,,Transit,2014,24.3111399,,1.752,,115.3
Kepler-338 b,Kepler-338,2.492,,0.11608,5898.0,1.105,,Transit,2014,13.72707449,,1.752,,247.3
Kepler-337 c,Kepler-337,2.237,,0.09135,5634.0,1.081,,Transit,2014,9.69315566,,1.796,,349.5
Kepler-311 d,Kepler-311,2.116,,0.73783,5897.0,0.994,,Transit,2023,232.058029,,1.139,,2.6
Kepler-306 d,Kepler-306,2.317,,0.11916,4908.0,0.75,,Transit,2014,17.32668599,,0.769,,21.7
Kepler-311 c,Kepler-311,1.544,,0.1427,5897.0,0.994,,Transit,2014,19.7383913,,1.139,,69.1
Kepler-1227 b,Kepler-1227,2.204,,0.38555,5485.0,0.858,,Transit,2016,94.2887577,,0.915,,4.6
Kepler-288 c,Kepler-288,2.947,,0.13306,5698.0,0.842,,Transit,2014,19.30577159,,1.039,,57.7
Kepler-288 b,Kepler-288,1.598,,0.06172,5698.0,0.842,,Transit,2014,6.09750607,,1.039,,267.7
Kepler-1228 b,Kepler-1228,1.484,,0.01186,4767.0,0.666,,Transit,2016,0.577369579,,0.727,,1742.0
Kepler-123 b,Kepler-123,3.026,,0.13399,6154.0,1.079,,Transit,2014,17.23231686,,1.318,,124.7
Kepler-123 c,Kepler-123,1.575,,0.17938,6154.0,1.079,,Transit,2014,26.6951659,,1.318,,69.5
Kepler-288 d,Kepler-288,3.513,,0.27273,5698.0,0.842,,Transit,2014,56.6388791,,1.039,,13.7
Kepler-1232 b,Kepler-1232,1.659,,0.16545,5214.0,0.841,,Transit,2016,26.7839183,,0.773,,14.4
Kepler-1235 b,Kepler-1235,0.779,,0.04836,5327.0,0.871,,Transit,2016,4.16055856,,0.929,,266.4
Kepler-286 e,Kepler-286,1.688,,0.17454,5559.0,0.83,,Transit,2014,29.2215101,,0.856,,20.6
Kepler-286 d,Kepler-286,1.391,,0.06018,5559.0,0.83,,Transit,2014,5.91428767,,0.856,,173.9
Kepler-286 c,Kepler-286,1.388,,0.04215,5559.0,0.83,,Transit,2014,3.46808239,,0.856,,353.0
Kepler-286 b,Kepler-286,1.296,,0.0272,5559.0,0.83,,Transit,2014,1.796324389,,0.856,,850.1
Kepler-1226 b,Kepler-1226,2.066,,0.13945,6000.0,1.208,,Transit,2016,17.2923453,,1.46,,127.3
Kepler-1224 b,Kepler-1224,1.248,,0.11625,6125.0,1.179,,Transit,2016,13.32351601,,1.181,,130.3
Kepler-293 b,Kepler-293,2.653,,0.13747,5483.0,0.934,,Transit,2014,19.25405306,,0.833,,29.8
Kepler-290 d,Kepler-290,0.817,,0.01491,4962.0,0.756,,Transit,2023,0.764020072,,0.696,,1186.2
Kepler-292 e,Kepler-292,2.543,,0.09765,5248.0,0.865,,Transit,2014,11.978822,,0.813,,47.3
Kepler-292 d,Kepler-292,2.284,,0.06864,5248.0,0.865,,Transit,2014,7.0556671,,0.813,,95.7
Kepler-292 c,Kepler-292,1.589,,0.04474,5248.0,0.865,,Transit,2014,3.71545391,,0.813,,224.4
Kepler-292 b,Kepler-292,1.461,,0.0351,5248.0,0.865,,Transit,2014,2.58082149,,0.813,,364.8
Kepler-291 c,Kepler-291,2.32,,0.06297,5637.0,1.023,,Transit,2014,5.70071153,,1.184,,321.0
Kepler-291 b,Kepler-291,2.605,,0.04588,5637.0,1.023,,Transit,2014,3.54653414,,1.184,,604.5
Kepler-290 c,Kepler-290,3.146,,0.19722,4962.0,0.756,,Transit,2014,36.7704731,,0.696,,6.8
Kepler-290 b,Kepler-290,1.999,,0.10649,4962.0,0.756,,Transit,2014,14.58932462,,0.696,,23.2
Kepler-122 d,Kepler-122,1.979,,0.1509,5917.0,0.982,,Transit,2014,21.5878875,,1.239,,74.1
Kepler-122 e,Kepler-122,2.525,,0.22001,5917.0,0.982,,Transit,2014,37.9963981,,1.239,,34.9
Kepler-122 f,Kepler-122,2.368,,0.28575,5917.0,0.982,,Transit Timing Variations,2014,56.2587885,,1.239,,20.7
Kepler-1222 b,Kepler-1222,0.759,,0.02801,5066.0,0.797,,Transit,2016,1.916944254,,0.742,,414.5
Kepler-285 c,Kepler-285,1.173,,0.06405,5296.0,0.915,,Transit,2014,6.18666218,,0.846,,123.0
Kepler-285 b,Kepler-285,1.478,,0.03624,5296.0,0.915,,Transit,2014,2.633857233,,0.846,,384.2
Kepler-284 c,Kepler-284,2.562,,0.20076,5219.0,0.766,,Transit,2014,37.5140693,,0.755,,9.4
Kepler-278 c,Kepler-278,3.195,,0.30256,5002.0,1.414,,Transit,2014,51.075756,,2.791,,47.7
Kepler-1264 b,Kepler-1264,1.113,,0.01839,5606.0,0.884,,Transit,2016,0.968526023,,0.97,,2460.8
Kepler-1266 b,Kepler-1266,2.453,,0.16431,4976.0,0.728,,Transit,2016,28.474748,,0.717,,10.5
Kepler-1266 c,Kepler-1266,1.466,,0.0506,4976.0,0.728,,Transit,2021,4.86635506,,0.717,,110.4
Kepler-1269 b,Kepler-1269,2.408,,0.23611,5937.0,1.257,,Transit,2016,37.3331536,,1.732,,59.9
Kepler-127 b,Kepler-127,1.491,,0.125,6125.0,1.248,,Transit,2014,14.43594397,,1.383,,154.6
Kepler-278 b,Kepler-278,4.015,,0.21293,5002.0,1.414,,Transit,2014,30.159863,,2.791,,96.4
Kepler-284 b,Kepler-284,2.228,,0.0975,5219.0,0.766,,Transit,2014,12.69902995,,0.755,,39.9
Kepler-127 c,Kepler-127,2.459,,0.2008,6125.0,1.248,,Transit,2014,29.39326982,,1.383,,59.9
Kepler-127 d,Kepler-127,2.591,,0.28088,6125.0,1.248,,Transit,2014,48.63038976,,1.383,,30.6
Kepler-1270 b,Kepler-1270,3.113,,0.07045,5005.0,1.28,,Transit,2016,6.03356196,,3.009,,1026.2
Kepler-126 d,Kepler-126,2.538,,0.43736,6270.0,1.108,,Transit,2014,100.2828693,,1.395,,14.1
Kepler-280 b,Kepler-280,1.606,,0.0321,5541.0,0.962,,Transit,2014,2.139556503,,0.971,,774.8
Kepler-280 c,Kepler-280,2.087,,0.05504,5541.0,0.962,,Transit,2014,4.807099588,,0.971,,262.9
Kepler-126 c,Kepler-126,1.608,,0.15845,6270.0,1.108,,Transit,2014,21.86967617,,1.395,,107.4
Kepler-126 b,Kepler-126,1.579,,0.09712,6270.0,1.108,,Transit,2014,10.49567752,,1.395,,286.0
Kepler-1258 b,Kepler-1258,0.997,,0.01824,5627.0,0.834,,Transit,2016,0.984940167,,1.099,,3266.5
Kepler-1256 b,Kepler-1256,1.547,,0.10733,5994.0,1.07,,Transit,2016,12.4127754,,1.41,,199.8
Kepler-1253 b,Kepler-1253,1.826,,0.31444,5711.0,0.873,,Transit,2016,68.8861915,,1.473,,21.0
Kepler-282 b,Kepler-282,1.327,,0.08187,5656.0,0.86,,Transit,2014,9.2206889,,1.129,,174.5
Kepler-282 c,Kepler-282,1.554,,0.10628,5656.0,0.86,,Transit,2014,13.639525,,1.129,,103.4
Kepler-1240 b,Kepler-1240,1.578,,0.05791,5670.0,1.093,,Transit,2016,4.8663815,,1.317,,479.4
Kepler-282 d,Kepler-282,2.928,,0.15837,5656.0,0.86,,Transit,2013,24.80568031,,1.129,,46.7
Kepler-124 d,Kepler-124,1.433,,0.1719,4960.0,0.706,,Transit,2014,30.9507608,,0.748,,10.3
Kepler-124 c,Kepler-124,2.502,,0.10043,4960.0,0.706,,Transit,2014,13.82139306,,0.748,,30.1
Kepler-124 b,Kepler-124,0.916,,0.03951,4960.0,0.706,,Transit,2014,3.41045424,,0.748,,194.8
Kepler-282 e,Kepler-282,3.295,,0.23332,5656.0,0.86,,Transit,2013,44.3470995,,1.129,,21.5
Kepler-292 f,Kepler-292,2.611,,0.14123,5248.0,0.865,,Transit,2014,20.8342947,,0.813,,22.5
Kepler-122 c,Kepler-122,6.081,,0.10466,5917.0,0.982,,Transit,2014,12.465995556,,1.239,,154.2
Kepler-311 b,Kepler-311,1.659,,0.08566,5897.0,0.994,,Transit,2014,9.17613539,,1.139,,191.7
Kepler-305 c,Kepler-305,3.213,,0.07568,5080.0,0.84,,Transit,2013,8.29087418,,0.771,,62.1
Kepler-306 c,Kepler-306,2.332,,0.06659,4908.0,0.75,,Transit,2014,7.2402285,,0.769,,69.4
Kepler-306 b,Kepler-306,1.639,,0.04955,4908.0,0.75,,Transit,2014,4.64621076,,0.769,,125.3
Kepler-305 e,Kepler-305,1.753,,0.04017,5080.0,0.84,,Transit,2020,3.20539833,,0.771,,220.4
Kepler-116 b,Kepler-116,3.274,,0.06842,6220.0,1.198,,Transit,2014,5.968717469,,1.38,,546.4
Kepler-305 d,Kepler-305,2.579,,0.12091,5080.0,0.84,,Transit,2014,16.73865956,,0.771,,24.3
Kepler-116 c,Kepler-116,2.174,,0.11537,6220.0,1.198,,Transit,2014,13.071489,,1.38,,192.2
Kepler-305 b,Kepler-305,3.359,,0.05746,5080.0,0.84,,Transit,2013,5.48711079,,0.771,,107.6
Kepler-306 e,Kepler-306,2.473,,0.22455,4908.0,0.75,,Transit,2014,44.8412214,,0.769,,6.1
Kepler-1163 b,Kepler-1163,1.051,,0.06868,6208.0,1.154,,Transit,2016,6.11786898,,1.326,,496.7
Kepler-1164 b,Kepler-1164,1.108,,0.04635,5176.0,0.839,,Transit,2016,3.97599768,,0.755,,170.8
Kepler-1169 b,Kepler-1169,0.96,,0.06931,6028.0,1.188,,Transit,2016,6.11009134,,1.201,,355.4
Kepler-304 e,Kepler-304,1.042,,0.02317,4843.0,0.737,,Transit,2016,1.499146953,,0.65,,388.4
Kepler-304 d,Kepler-304,2.374,,0.0802,4843.0,0.737,,Transit,2014,9.6534764,,0.65,,32.4
Kepler-356 b,Kepler-356,1.665,,0.05705,6140.0,1.163,,Transit,2014,4.61268045,,1.417,,786.7
Kepler-307 b,Kepler-307,2.908,,0.09359,5559.0,1.007,,Transit,2013,10.41572924,,0.919,,82.5
Kepler-122 b,Kepler-122,2.402,,0.06259,5917.0,0.982,,Transit,2014,5.76616658,,1.239,,431.6
Kepler-115 b,Kepler-115,1.041,,0.03562,6000.0,1.042,,Transit,2014,2.403643296,,1.13,,1171.3
Kepler-1139 b,Kepler-1139,1.051,,0.01664,5310.0,0.928,,Transit,2016,0.813166719,,0.799,,1644.8
Kepler-310 d,Kepler-310,2.336,,0.38088,5451.0,0.854,,Transit,2014,92.8750347,,0.839,,3.8
Kepler-310 c,Kepler-310,3.273,,0.2735,5451.0,0.854,,Transit,2014,56.476167,,0.839,,7.4
Kepler-310 b,Kepler-310,1.189,,0.10757,5451.0,0.854,,Transit,2014,13.93072278,,0.839,,48.1
Kepler-1141 b,Kepler-1141,0.874,,0.03496,5837.0,1.036,,Transit,2016,2.344511944,,1.137,,1100.0
Kepler-307 c,Kepler-307,2.719,,0.10896,5559.0,1.007,,Transit,2013,13.08424096,,0.919,,60.9
Kepler-115 c,Kepler-115,2.429,,0.08582,6000.0,1.042,,Transit,2014,8.99088871,,1.13,,201.7
Kepler-1156 b,Kepler-1156,1.222,,0.09704,5667.0,0.86,,Transit,2016,11.89520511,,0.927,,84.4
Kepler-1158 b,Kepler-1158,2.583,,0.12643,6184.0,1.468,,Transit,2016,13.5396293,,2.233,,409.9
Kepler-309 c,Kepler-309,3.155,,0.40811,4786.0,0.816,,Transit,2014,105.3585964,,0.739,,1.5
Kepler-309 b,Kepler-309,1.553,,0.0599,4786.0,0.816,,Transit,2014,5.92365634,,0.739,,71.7
Kepler-304 c,Kepler-304,2.046,,0.05388,4843.0,0.737,,Transit,2014,5.315953474,,0.65,,71.9
Kepler-304 b,Kepler-304,2.768,,0.03917,4843.0,0.737,,Transit,2014,3.295703644,,0.65,,136.0
Kepler-294 b,Kepler-294,1.727,,0.046,5513.0,0.947,,Transit,2014,3.70120482,,0.908,,322.8
Kepler-297 c,Kepler-297,6.353,,0.33923,5693.0,0.927,,Transit,2014,74.92771752,,0.875,,6.3
Kepler-297 b,Kepler-297,2.788,,0.21905,5693.0,0.927,,Transit,2014,38.86840425,,0.875,,15.0
Kepler-295 c,Kepler-295,3.07,,0.15772,5253.0,1.128,,Transit,2014,21.5262569,,2.271,,141.4
Kepler-295 b,Kepler-295,3.707,,0.11063,5253.0,1.128,,Transit,2014,12.6450451,,2.271,,287.5
Kepler-294 c,Kepler-294,2.705,,0.06785,5513.0,0.947,,Transit,2014,6.62643626,,0.908,,148.5
Kepler-293 c,Kepler-293,3.365,,0.27387,5483.0,0.934,,Transit,2014,54.1561078,,0.833,,7.5
Kepler-1173 b,Kepler-1173,0.854,,0.0156,5076.0,0.853,,Transit,2016,0.7698536,,0.771,,1453.5
Kepler-12 b,Kepler-12,19.38,,0.05434,5926.0,1.086,,Transit,2011,4.43796303,,1.504,,848.5
Kepler-1209 b,Kepler-1209,1.336,,0.17515,6150.0,1.112,,Transit,2016,25.369116,,1.248,,65.1
Kepler-1211 b,Kepler-1211,3.089,,0.09763,5787.0,1.021,,Transit,2016,11.01816836,,1.113,,130.9
Kepler-1213 b,Kepler-1213,1.346,,0.06026,5941.0,1.019,,Transit,2016,5.34982412,,1.437,,635.0
Kepler-1218 b,Kepler-1218,1.751,,0.15698,5832.0,0.98,,Transit,2016,22.9221266,,1.387,,81.0
Kepler-1219 b,Kepler-1219,2.977,,0.14146,6003.0,1.454,,Transit,2016,16.10467749,,2.672,,416.3
Kepler-297 d,Kepler-297,11.792,,0.53898,5693.0,0.927,,Transit,2023,150.0190609,,0.875,,2.5
Kepler-299 b,Kepler-299,1.293,,0.04012,5678.0,1.004,,Transit,2014,2.92721559,,0.973,,549.2
Kepler-299 c,Kepler-299,2.104,,0.07096,5678.0,1.004,,Transit,2014,6.88595559,,0.973,,175.2
Kepler-299 d,Kepler-299,1.835,,0.11951,5678.0,1.004,,Transit,2014,15.0548689,,0.973,,61.7
Kepler-299 e,Kepler-299,1.813,,0.22272,5678.0,1.004,,Transit,2014,38.2856338,,0.973,,17.8
Kepler-30 b,Kepler-30,1.803,,0.18202,5464.0,0.945,,Transit,2012,29.1598615,,0.819,,16.2
Kepler-30 c,Kepler-30,12.159,,0.29552,5464.0,0.945,,Transit,2012,60.32488611,,0.819,,6.1
Kepler-30 d,Kepler-30,8.845,,0.52594,5464.0,0.945,,Transit,2012,143.2063518,,0.819,,1.9
Kepler-301 b,Kepler-301,1.422,,0.03641,5656.0,1.022,,Transit,2014,2.508554095,,0.94,,611.8
Kepler-301 c,Kepler-301,1.478,,0.06084,5656.0,1.022,,Transit,2014,5.41907559,,0.94,,218.7
Kepler-301 d,Kepler-301,2.09,,0.1132,5656.0,1.022,,Transit,2014,13.75134642,,0.94,,63.3
Kepler-1199 b,Kepler-1199,1.298,,0.11309,5843.0,0.851,,Transit,2016,15.0447198,,1.268,,131.7
Kepler-1197 b,Kepler-1197,1.209,,0.02869,4762.0,0.762,,Transit,2016,2.03231845,,0.673,,253.5
Kepler-302 b,Kepler-302,3.411,,0.19112,5703.0,1.021,,Transit,2014,30.1836854,,1.048,,28.5
Kepler-1193 b,Kepler-1193,1.494,,0.04004,5851.0,1.066,,Transit,2016,2.832652134,,1.381,,1251.9
Kepler-302 c,Kepler-302,11.066,,0.49896,5703.0,1.021,,Transit,2014,127.2824031,,1.048,,4.2
Kepler-1179 b,Kepler-1179,1.196,,0.03497,5133.0,0.791,,Transit,2016,2.685057492,,0.737,,276.4
Kepler-355 c,Kepler-355,3.189,,0.16689,5769.0,0.933,,Transit,2014,25.7624524,,1.173,,49.1
Kepler-362 b,Kepler-362,1.606,,0.08979,5626.0,0.904,,Transit,2014,10.32738017,,1.384,,213.2
Kepler-356 c,Kepler-356,2.097,,0.11456,6140.0,1.163,,Transit,2014,13.12163551,,1.417,,194.9
Kepler-357 b,Kepler-357,1.644,,0.06299,4935.0,0.794,,Transit,2014,6.47538919,,0.711,,67.7
Kepler-46 b,Kepler-46,7.57,,0.1956,5162.0,0.883,,Transit,2012,33.60122066,,0.797,,10.6
Kepler-458 c,KIC 9663113,7.023,,0.17012,6218.0,1.525,,Transit,2016,20.74028413,,2.146,,213.5
Kepler-454 b,Kepler-454,1.842,,0.09618,5678.0,1.06,,Transit,2015,10.573757029,,1.071,,115.6
Kepler-447 b,Kepler-447,5.908,,0.07545,5620.0,0.942,,Transit,2015,7.794301316,,0.85,,113.6
Kepler-443 b,Kepler-443,2.069,,0.56254,4781.0,0.752,,Transit,2015,177.669112,,0.697,,0.7
Kepler-46 d,Kepler-46,1.857,,0.06721,5162.0,0.883,,Transit,2014,6.76652078,,0.797,,89.4
Kepler-460 c,KIC 5437945,8.184,,0.75318,6054.0,1.175,,Transit,2016,220.1303357,,1.868,,7.4
KOI-3680 b,KOI-3680,11.559,,0.54558,5793.0,1.084,,Transit,2018,141.24164672,,0.992,,3.3
Kepler-472 b,Kepler-472,3.18,,0.04823,4932.0,0.857,,Transit,2016,4.176255514,,0.775,,137.1
Kepler-48 b,Kepler-48,1.855,,0.05394,5235.0,0.916,,Transit,2012,4.778004028,,0.836,,161.8
Kepler-479 b,Kepler-479,2.011,,0.09636,5159.0,0.764,,Transit,2016,12.49341307,,0.759,,39.4
Kepler-475 b,Kepler-475,2.47,,0.03989,4995.0,0.877,,Transit,2016,3.105508189,,0.781,,213.6
Kepler-474 b,Kepler-474,4.535,,0.06092,5667.0,0.94,,Transit,2016,5.660672935,,1.603,,640.4
Kepler-473 b,Kepler-473,5.768,,0.12048,5708.0,1.1,,Transit,2016,14.55731705,,1.86,,226.7
Kepler-467 b,Kepler-467,2.364,,0.16848,5764.0,1.02,,Transit,2016,24.99324193,,1.407,,69.0
Kepler-461 b,Kepler-461,3.648,,0.07895,5779.0,0.948,,Transit,2016,8.313783059,,1.289,,266.3
Kepler-466 c,Kepler-466,1.077,,0.04658,5805.0,0.979,,Transit,2016,3.709213846,,0.936,,410.4
Kepler-466 b,Kepler-466,2.523,,0.26769,5805.0,0.979,,Transit,2016,51.07926307,,0.936,,12.5
Kepler-465 b,Kepler-465,2.841,,0.09195,6207.0,1.048,,Transit,2016,9.940672466,,1.23,,238.2
Kepler-464 b,Kepler-464,3.402,,0.07931,5920.0,1.262,,Transit,2016,7.256965224,,1.598,,447.0
Kepler-463 b,Kepler-463,3.62,,0.07925,5567.0,0.822,,Transit,2016,8.981016833,,1.069,,156.6
Kepler-439 b,Kepler-439,2.719,,0.60756,5498.0,0.942,,Transit,2015,178.140456,,0.913,,1.8
Kepler-436 c,Kepler-436,2.182,,0.11452,4734.0,0.709,,Transit,2016,16.79713874,,0.655,,14.7
Kepler-436 b,Kepler-436,2.431,,0.27937,4734.0,0.709,,Transit,2015,64.001151,,0.655,,2.5
Kepler-411 d,Kepler-411,3.376,,0.27595,4961.0,0.831,,Transit,2018,58.0192007,,0.738,,3.9
Kepler-416 d,Kepler-416,1.556,,0.0417,5718.0,1.021,,Transit,2023,3.076452083,,0.995,,545.2
Kepler-416 c,Kepler-416,2.352,,0.10454,5718.0,1.021,,Transit Timing Variations,2014,12.20945351,,0.995,,86.8
Kepler-1003 b,Kepler-1003,2.012,,0.04333,5672.0,0.858,,Transit,2016,3.554856915,,1.286,,817.5
Kepler-416 b,Kepler-416,2.426,,0.0674,5718.0,1.021,,Transit Timing Variations,2014,6.31942727,,0.995,,208.7
Kepler-414 c,Kepler-414,2.771,,0.07195,5567.0,0.966,,Transit Timing Variations,2014,7.170732075,,0.875,,127.6
Kepler-414 b,Kepler-414,2.026,,0.0543,5567.0,0.966,,Transit Timing Variations,2014,4.699653236,,0.875,,223.6
Kepler-1004 b,Kepler-1004,6.538,,0.06791,5008.0,1.493,,Transit,2016,5.28789787,,3.502,,1498.3
Kepler-418 b,Kepler-418,10.194,,0.39249,5848.0,1.072,,Transit,2014,86.67855186,,1.077,,7.9
Kepler-411 c,Kepler-411,3.238,,0.07263,4961.0,0.831,,Transit,2016,7.834427877,,0.738,,56.0
Kepler-1005 b,Kepler-1005,1.619,,0.06717,5728.0,0.956,,Transit,2016,6.49801525,,1.167,,291.2
Kepler-1008 b,Kepler-1008,1.206,,0.09755,5045.0,0.799,,Transit,2016,12.43931193,,0.737,,33.1
Kepler-101 b,Kepler-101,5.97,,0.04844,5661.0,1.244,,Transit,2014,3.487689428,,1.655,,1076.4
Kepler-101 c,Kepler-101,1.241,,0.06976,5661.0,1.244,,Transit,2014,6.02979518,,1.655,,519.9
Kepler-1012 b,Kepler-1012,1.265,,0.06066,5500.0,0.98,,Transit,2016,5.50860439,,0.884,,174.1
Kepler-1001 c,Kepler-1001,1.45,,0.08296,5440.0,0.902,,Transit,2020,9.18186435,,0.796,,72.4
Kepler-418 c,Kepler-418,4.903,,0.10632,5848.0,1.072,,Transit,2021,12.218278,,1.077,,107.6
Kepler-435 b,Kepler-435,14.501,,0.09228,6238.0,1.415,,Transit,2015,8.600153301,,2.108,,710.0
Kepler-43 b,Kepler-43,12.234,,0.04385,5957.0,1.228,,Transit,2011,3.024092548,,1.36,,1085.6
Kepler-432 b,Kepler-432,11.708,,0.31324,5002.0,1.487,,Transit,2015,52.5010768,,3.932,,88.6
Kepler-431 d,Kepler-431,1.161,,0.10552,5976.0,1.101,,Transit,2015,11.9216214,,1.604,,264.6
Kepler-431 c,Kepler-431,0.875,,0.08554,5976.0,1.101,,Transit,2015,8.70337044,,1.604,,402.3
Kepler-431 b,Kepler-431,0.925,,0.07261,5976.0,1.101,,Transit,2015,6.80252171,,1.604,,558.3
Kepler-430 c,Kepler-430,1.61,,0.47403,5936.0,1.152,,Transit,2015,110.97378,,1.345,,9.0
Kepler-430 b,Kepler-430,2.239,,0.22362,5936.0,1.152,,Transit,2015,35.9682344,,1.345,,40.3
Kepler-100 c,Kepler-100,2.34,,0.11061,5854.0,1.097,,Transit,2014,12.81588378,,1.526,,200.8
Kepler-1001 b,Kepler-1001,2.909,,0.11147,5440.0,0.902,,Transit,2016,14.30511983,,0.796,,40.2
Kepler-100 d,Kepler-100,1.536,,0.21747,5854.0,1.097,,Transit,2014,35.3330866,,1.526,,51.9
Kepler-426 b,Kepler-426,11.496,,0.04024,5535.0,0.839,,Transit,2014,3.217518593,,0.889,,409.8
Kepler-424 b,Kepler-424,10.019,,0.04398,5482.0,1.033,,Transit,2014,3.311864499,,1.038,,451.3
Kepler-422 b,Kepler-422,12.847,,0.08059,5891.0,1.119,,Transit,2014,7.891448474,,1.252,,260.5
Kepler-421 b,Kepler-421,4.583,,1.42608,5224.0,0.777,,Transit,2014,704.962626,,0.827,,0.2
Kepler-1000 b,Kepler-1000,5.63,,0.5326,6421.0,1.397,,Transit,2016,120.0181272,,1.789,,17.2
Kepler-48 c,Kepler-48,2.56,,0.08633,5235.0,0.916,,Transit,2012,9.673953474,,0.836,,63.2
Kepler-48 d,Kepler-48,1.98,,0.23302,5235.0,0.916,,Transit,2014,42.89605505,,0.836,,8.7
Kepler-480 b,Kepler-480,2.944,,0.06024,6231.0,1.204,,Transit,2016,4.919583795,,1.412,,741.8
Kepler-520 b,Kepler-520,2.538,,0.14628,6009.0,1.078,,Transit,2016,19.67416124,,1.673,,153.7
Kepler-524 c,Kepler-524,1.305,,0.03046,5838.0,1.055,,Transit,2016,1.88897906,,1.583,,2814.4
Kepler-524 b,Kepler-524,2.731,,0.07955,5838.0,1.055,,Transit,2016,7.97419807,,1.583,,412.7
Kepler-523 b,Kepler-523,1.851,,0.06159,5529.0,0.914,,Transit,2016,5.835983111,,0.803,,142.3
Kepler-522 b,Kepler-522,5.899,,0.25029,6338.0,1.403,,Transit,2016,38.58422849,,1.672,,64.5
Kepler-521 b,Kepler-521,3.559,,0.17116,6563.0,1.355,,Transit,2016,22.20813214,,1.632,,151.2
Kepler-520 c,Kepler-520,1.703,,0.06035,6009.0,1.078,,Transit,2016,5.21104261,,1.673,,898.8
KIC 5437945 b,KIC 5437945,8.993,,1.19671,6054.0,1.175,,Transit,2015,440.786134,,1.868,,2.9
Kepler-526 b,Kepler-526,2.615,,0.06518,5798.0,1.239,,Transit,2016,5.458498316,,1.512,,545.8
KIC 9663113 b,KIC 9663113,8.042,,1.55346,6218.0,1.525,,Transit,2015,572.383277,,2.146,,2.6
KOI-142 b,KOI-142,3.796,,0.09586,5466.0,0.985,,Transit,2013,10.916108342,,0.9,,70.5
Kepler-525 b,Kepler-525,4.564,,0.14386,5506.0,1.136,,Transit,2016,18.68404933,,1.992,,158.0
Kepler-527 b,Kepler-527,2.401,,0.11646,6208.0,1.192,,Transit,2016,13.28535633,,1.216,,145.3
Kepler-518 b,Kepler-518,2.214,,0.07996,5802.0,0.94,,Transit,2016,8.512035877,,0.922,,135.1
Kepler-535 b,Kepler-535,2.363,,0.06011,6128.0,1.203,,Transit,2016,4.903321551,,1.276,,569.8
Kepler-541 b,Kepler-541,3.354,,0.06447,6178.0,1.384,,Transit,2016,5.08005848,,2.086,,1365.9
Kepler-540 b,Kepler-540,3.036,,0.58822,5842.0,0.909,,Transit,2016,172.7049784,,1.212,,4.4
Kepler-539 b,Kepler-539,8.149,,0.48893,5816.0,0.987,,Transit,2016,125.62887621,,0.913,,3.6
Kepler-538 b,Kepler-538,2.157,,0.35355,5498.0,0.881,,Transit,2016,81.73780699,,0.862,,4.9
Kepler-537 b,Kepler-537,1.356,,0.04317,5697.0,1.017,,Transit,2016,3.247555219,,0.946,,454.4
Kepler-536 b,Kepler-536,3.195,,0.02835,5485.0,0.908,,Transit,2016,1.827082299,,0.914,,844.1
Kepler-533 b,Kepler-533,3.333,,0.16704,4790.0,0.764,,Transit,2016,28.51120525,,0.706,,8.4
Kepler-528 b,Kepler-528,2.291,,0.14219,5724.0,0.979,,Transit,2016,19.78297415,,1.173,,65.5
Kepler-532 b,Kepler-532,2.428,,0.10151,5120.0,0.834,,Transit,2016,12.92491623,,0.748,,33.4
Kepler-531 b,Kepler-531,2.702,,0.17446,4935.0,0.792,,Transit,2016,29.88485741,,0.73,,9.3
Kepler-530 b,Kepler-530,3.0,,0.21491,5600.0,0.856,,Transit,2016,39.30941904,,0.881,,14.8
Kepler-519 b,Kepler-519,2.133,,0.15932,5347.0,0.912,,Transit,2016,24.3078946,,0.823,,19.6
Kepler-517 b,Kepler-517,2.727,,0.28682,5563.0,0.847,,Transit,2016,60.92832271,,1.009,,10.6
Kepler-481 b,Kepler-481,2.82,,0.08926,5676.0,0.936,,Transit,2016,10.06082567,,1.234,,178.0
Kepler-487 d,Kepler-487,2.901,,0.03445,5456.0,0.932,,Transit,2021,2.418405445,,0.908,,550.8
